OBJECTID_12,Cod_Favela,Nome,Cod_Comp,Complexo,UPP,Pop_SABR,Dom_SABR,Fonte,Porte,Bairro,RA,RP,AP,Programa_Urbanizacao_1,Programa_Urbanizacao_2,Programa_Urbanizacao_3,Contagem_Domicílios,Ano_Contagem_Domicílios,PROAP,PROAP_Panoramas,PROAP_MRP,PROAP_Fichas,Grau_Urbanizacao,Urbanizadas_DEC36388_2012,Urbanizáveis_DEC36388_2012,AEIS_Número,AEIS_Data,AEIS_Número_Data,Denominação_AEIS,Observações_AEIS,Validação_AEIS_SMH,Ciclo_Morar_Carioca,Observações_Ciclos,Agrupamento_Número,Agrupamento_Nome,Agrupamento_Número_Nome
2173,726,29 de Março,2133,Vila Vitória (RA-Campo Grande),N,1278,382,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2174,725,Cabuís (RA - Campo Grande),0,Isolada,N,285,79,IBGE - Censo Demográfico 2010,< 100 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2175,724,Prolongamento Senhora,0,Isolada,N,371,121,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2176,723,Caminho do Borges,2120,Tibagi,N,1254,383,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2177,722,"Av. Santa Cruz, nº 3.556",0,Isolada,N,144,42,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2178,720,Parque das Nogueiras,2114,Vila João Lopes,N,661,207,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2179,719,Vasconcelos,2127,Marcondes da Luz,N,518,154,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2180,718,Rua Hélio Correa,0,Isolada,N,35,13,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2181,717,Estrada do Gandu,0,Isolada,N,26,8,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2182,716,Caminho da União,0,Isolada,N,95,29,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2183,715,Fazenda Cassiana,0,Isolada,N,2754,782,IBGE - Censo Demográfico 2010,> 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2184,714,Pantanal (RA - Santa Cruz),2137,Pantanal (RA - Santa Cruz),N,1105,326,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2185,713,Vila Verde (RA - Santa Cruz),2137,Pantanal (RA - Santa Cruz),N,397,106,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2186,712,Vale dos Eucaliptos,0,Isolada,N,483,126,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2187,711,Jardim Nossa Senhora das Graças,2126,Jardim Nossa Senhora das Graças,N,1163,310,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2188,710,Saquaçu,2138,Saquaçu,N,2704,769,IBGE - Censo Demográfico 2010,> 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2189,709,Beco do Carcará,0,Isolada,N,237,64,IBGE - Censo Demográfico 2010,< 100 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2190,708,Ziza,0,Isolada,N,193,52,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2191,707,Santa Clara,2143,Estrada do Magarça,N,760,220,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2192,706,Bairro de São Pedro,2141,Bairro de São Pedro,N,992,318,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2193,705,Rua Vale Verde,2141,Bairro de São Pedro,N,294,86,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2194,704,Travessa Magarça,2141,Bairro de São Pedro,N,257,70,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2195,703,Rua Bernardo de Vasconcelos e Adjacências,0,Isolada,N,411,138,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2196,702,Vila Abrolhos,0,Isolada,N,261,74,IBGE - Censo Demográfico 2010,< 100 domicílios,140,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2197,701,Jardim Luana,0,Isolada,N,829,238,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2198,700,"Av. das Américas, Km 37",0,Isolada,N,1180,368,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2199,614,Centro Social União de Costa Barros,2075,Bairro da Pedreira,N,1570,450,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,113,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , ,Parte da favela é atingida pela AEIS Fazenda Botafogo - Margem da Linha (Lei 2811/1999),0,0, , , , 
2200,699,1º de Abril,2136,Nova Jersei,N,1394,404,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,142,Bangu,Bangu,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2201,698,Colorado,2136,Nova Jersei,N,529,151,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2202,697,Nova Jersei,2136,Nova Jersei,N,4440,1244,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2203,696,Nova Brasília - Três Pontes (RA - Santa Cruz),2139,Três Pontes,N,314,89,IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , ,Uma pequena parte da favela é abrangida pela AEIS Três Pontes (Lei 2499/1996),0,0, , , , 
2204,695,São Gomário,2139,Três Pontes,N,172,64,IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2205,694,Rua 66 (Cesarão),2134,Bairro Canaã,N,751,204,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2206,693,Parque Nova Cidade de Acari,2075,Bairro da Pedreira,N,1594,436,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,6,0,0, ,,,, ,7,0,1, , , , , ,0,1,Obras para implantação do PAL do MCMV, , , 
2207,692,Vila Jurema 1,0,Isolada,Batan,359,104,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2208,691,Alto Kennedy,2116,Alto Kennedy,Vila Kennedy,2674,757,IBGE - Censo Demográfico 2010,> 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2209,690,Retiro das Mangueiras,2118,Fazenda Coqueiro,N,2437,703,IBGE - Censo Demográfico 2010,> 500 domicílios,141,Bangu,Bangu,5,0,6,0,1373,2013,,,, ,4,0,1, , , , , ,0,2, ,00,Complexo Fazenda Coqueiro,00 - Complexo Fazenda Coqueiro
2210,689,Castor de Andrade,2116,Alto Kennedy,Vila Kennedy,182,50,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2211,688,Loteamento Josué,0,Isolada,N,722,203,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,118,Cidade de Deus,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2212,687,Jardim Guaratiba,0,Isolada,N,695,208,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2213,686,Cabuís (RA - Guaratiba),0,Isolada,N,404,121,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2214,685,Recanto dos Motoristas,0,Isolada,N,268,88,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2215,684,Rua Sem Nome,0,Isolada,N,110,35,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2216,683,Vila São Sebastião,2072,Vila São Sebastião,N,596,171,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2217,682,Retiro do Lameirão,2129,Nova Esperança (RA - Campo Grande),N,869,272,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2218,681,Nova Esperança (RA - Campo Grande),2129,Nova Esperança (RA - Campo Grande),N,1008,324,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2219,680,Vila Verde (RA - Campo Grande),2129,Nova Esperança (RA - Campo Grande),N,744,229,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,143,Campo Grande,Campo Grande,5,2,0,0,0, ,,,, ,3,0,1,3051,07/07/2000,3051/2000,Vila Verde,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2220,679,Batistinha,2082,Vila Nova da Pavuna,N,123,32,IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2221,677,Vila Nova da Pavuna,2082,Vila Nova da Pavuna,N,1009,310,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2222,678,Quitanda,2080,Quitanda,N,2094,630,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,113,Pavuna,Pavuna,3,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2223,676,Vila Amaral,2082,Vila Nova da Pavuna,N,567,188,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2224,674,Rua Professor Silva Campos,2066,"Rua Budapeste, nº 66",N,705,237,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2225,673,Professora Justina Marques,0,Isolada,N,261,78,IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2226,672,Rua Tenente Lassance,2072,Vila São Sebastião,N,131,41,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2227,671,Rua Adalberto Tanajura,2072,Vila São Sebastião,N,126,45,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2228,670,Parque Nova Maracá,2037,Parque Nova Maracá,N,1569,470,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,56,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2229,669,Parque Itambé,2027,Parque Itambé,N,1716,497,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2230,668,"Rua André Rocha, nº 2.630 B",0,Isolada,N,242,78,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2231,667,27 de Setembro,0,Isolada,N,403,130,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2232,666,Vale do Ipê,2092,Colônia Juliano Moreira,N,1432,498,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,6,0,0, ,,,, ,1,0,1,5589,10/06/2013,5589/2013,Colônia Juliano Moreira,A  AEIS extrapola o limite da favela estabelecido pelo SABREN. A Lei 5589/2013 alterou a Lei 4885/2008 quanto a delimitação da AEIS.,1,1, , , , 
2233,665,Parque Boa Esperança (RA - Pavuna),2076,Chico Mendes (Morro do Chapadão),N,3985,1175,IBGE - Censo Demográfico 2010,> 500 domicílios,113,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1,5021,13/05/2009,5021/2009,Comunidade Parque Nova Esperança,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2234,663,Servidão D,0,Isolada,N,20,5,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2235,662,Chácara do Tanque,0,Isolada,N,2226,721,IBGE - Censo Demográfico 2010,> 500 domicílios,123,Jacarepaguá,Jacarepaguá,4,0,6,0,1256,2015,,,, ,4,0,1,3204,27/03/2001,3204/2001,Chácara do Tanque,A Lei de AEIS não apresenta descrição de limites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,1,2, ,24,Fazenda Mato Alto,24 - Fazenda Mato Alto
2236,661,Curicica II,2103,Vila União da Curicica,N,260,86,IBGE - Censo Demográfico 2010,< 100 domicílios,119,Jacarepaguá,Jacarepaguá,4,0,6,0,0, ,,,, ,4,0,1,5589,10/06/2013,5589/2013,Favela Curicica,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2237,660,Rua Professor Burlamáqui,2053,Grota,N,408,118,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,84,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , ,Uma pequena parte da favela é abrangida pela AEIS Serrinha (Lei 2499/1996),0,0, , , , 
2238,659,Morro do Camorim,0,Isolada,N,0,0, ,Sem informação,129,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2239,658,São Gonçalo do Amarante,0,Isolada,N,291,84,IBGE - Censo Demográfico 2010,< 100 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,8,0, ,,,, ,3,0,0,LC104,27/11/2009,LC104/2009,São Gonçalo do Amarante,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2240,657,"Rua Urucuia, nº 570",0,Isolada,N,401,126,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,125,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2241,655,Vila Nova Canaã,2067,Vila Joaniza,N,638,179,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,104,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2242,654,"Travessa Estrada Grande, nº 1.397",2067,Vila Joaniza,N,125,39,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,104,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2243,653,Águia Dourada,2067,Vila Joaniza,N,1030,318,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,104,Ilha do Governador,Ilha do Governador,3,0,6,0,800, ,,,, ,4,0,1, , , , , ,0,1, , , , 
2244,651,Caricó,2067,Vila Joaniza,N,325,101,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,104,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2245,650,Antiga Creche,2092,Colônia Juliano Moreira,N,3096,1001,IBGE - Censo Demográfico 2010,> 500 domicílios,119,Jacarepaguá,Jacarepaguá,4,0,6,0,0, ,,,, ,1,0,1,5589,10/06/2013,5589/2013,Colônia Juliano Moreira,A  AEIS extrapola o limite da favela estabelecido pelo SABREN. A Lei 5589/2013 alterou a Lei 4885/2008 quanto a delimitação da AEIS.,1,1, , , , 
2246,649,Vila Doutor Crespo,0,Isolada,N,220,72,IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0,LC104,27/11/2009,LC104/2009,Dr. Crespo,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2247,648,Grota Funda,0,Isolada,N,130,46,IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2248,647,Cascatinha,0,Isolada,N,1161,350,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,LC104,27/11/2009,LC104/2009,Cascatinha,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2249,646,Estrada do Pontal (Caité),0,Isolada,N,138,50,IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2250,645,Beirada do Rio,2108,Santa Efigênia,Cidade de Deus,340,100,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,118,Cidade de Deus,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2251,643,Chico Mendes (Morro do Chapadão),2076,Chico Mendes (Morro do Chapadão),N,6968,2068,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,113,Pavuna,Pavuna,3,0,6,0,0, ,,,, ,1,0,1,3856,26/11/2004,3856/2004,Comunidade Chico Mendes,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,1, , , , 
2252,642,Bairro Agulhas Negras,0,Isolada,N,3016,838,IBGE - Censo Demográfico 2010,> 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,1,1,0,3704,12/12/2003,3704/2003,Agulhas Negras,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2253,641,Luis Fernando Victor Filho,0,Isolada,N,2550,731,IBGE - Censo Demográfico 2010,> 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1,4202,17/10/2005,4202/2005,Comunidade Luis Fernando Victor Filho,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2254,640,Novo Tinguí,0,Isolada,N,806,246,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2255,639,Novo Camarão,0,Isolada,N,3520,1018,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2256,635,Quatorze de Julho,2111,Quatorze de Julho,N,511,161,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,138,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2257,634,Areal,2140,Areal,N,2526,779,IBGE - Censo Demográfico 2010,> 500 domicílios,151,Guaratiba,Guaratiba,5,2,6,0,0, ,,,, ,1,0,1,3279,24/09/2001,3279/2001,Areal,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,1, , , , 
2258,633,São Jerônimo,0,Isolada,N,3317,971,IBGE - Censo Demográfico 2010,> 500 domicílios,144,Campo Grande,Campo Grande,5,2,0,0,0, ,,,, ,1,1,0,3279,24/09/2001,3279/2001, São Jerônimo,O polígono da AEIS não abrange a totalidade da área da favela.,1,0, , , , 
2259,630,Comunidade Aramari,2071,Parque Criança Esperança,N,189,46,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2260,629,Comunidade de Clara Nunes,2005,São Carlos,São Carlos,163,45,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,7,Rio Comprido,Centro,1,1,6,0,0, ,,,, ,1,0,1,3803,16/07/2004,3803/2004,Azevedo Lima / Morro Santos Rodrigues,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,1, , , , 
2261,628,Vila Santa Terezinha,0,Isolada,N,168,51,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2262,626,Vila Paraíso,2014,Vila Paraíso,N,30,10,IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,6,0,97,2012,,,, ,4,0,1, , , , , ,0,2,Projeto finalizado no Plano de Intervenção. Necessário Reassentamento de edificações situadas sobre túnel viário / O nº domicílios da Contagem do Projetista inclui os valores de Vila Paraíso (43) e de Vila Áurea (54),03,Vila Paraíso,03 - Vila Paraíso
2263,625,A.M. e Amigos de Santa Tereza,2014,Vila Paraíso,N,157,57,IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,6,0,85,2012,,,, ,4,0,1, , , , , ,0,2,Projeto finalizado no Plano de Intervenção. Necessário Reassentamento de edificações situadas sobre túnel viário,03,Vila Paraíso,03 - Vila Paraíso
2264,623,Oito de Dezembro,2068,Associação Comunitária Vila Alvorada,N,321,99,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2265,622,Associação Comunitária Vila Alvorada,2068,Associação Comunitária Vila Alvorada,N,1090,366,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2266,621,Parque Tiradentes,2071,Parque Criança Esperança,N,971,311,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,109,Anchieta,Pavuna,3,0,0,8,0, ,,,, ,3,0,1,5021,13/05/2009,5021/2009,Comunidade Tiradentes,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2267,620,Parque Esperança (RA - Anchieta),2071,Parque Criança Esperança,N,4294,1287,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2268,619,Planalto,0,Isolada,N,122,37,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2269,618,Parque Criança Esperança,2071,Parque Criança Esperança,N,4709,1457,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,106,Anchieta,Pavuna,3,0,0,8,0, ,,,, ,3,0,1, , , , ,O limite da favela é muiti próximo ao limite da AEIS Final Feliz (L 3705/03),0,0, , , , 
2270,617,Morro do Gari,0,Isolada,N,260,91,IBGE - Censo Demográfico 2010,< 100 domicílios,13,Ilha de Paquetá,Centro,1,0,0,0,0, ,,,, ,4,0,0,3279,24/09/2001,3279/2001,Morro do Gari,O polígono de AEIS é ligeiramente diferente do limite da favela estabelecido pelo SABREN.,1,0, , , , 
2271,616,Ilha da Gigóia,0,Isolada,N,97,38,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,128,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,5801,24/10/2014,5801/2014,Ilha da Gigóia,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2272,615,A.M. do Morro do Vigário,0,Isolada,N,257,95,IBGE - Censo Demográfico 2010,< 100 domicílios,13,Ilha de Paquetá,Centro,1,0,0,0,0, ,,,, ,4,0,0,3279,24/09/2001,3279/2001,Morro do Vigário,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
